campaign_id,customer_id,campaign_date,channel,campaign_type,region,age,age_segment,gender,previous_spend,spend_tier,budget,duration_days,impressions,clicks,conversions,revenue,ctr,conversion_rate,roi
CMP-005,CUST-0166,2025-05-26,Paid Search,Conversion,East,39,35-44,Male,276.69,Medium,2122.25,21,128655,6374,810,132926.0,0.0495,0.1271,61.6345
CMP-033,CUST-0167,2025-03-13,Display Ads,Consideration,West,45,45-54,Male,184.12,Low,1853.05,7,50103,853,37,4794.13,0.017,0.0434,1.5872
CMP-005,CUST-0168,2025-04-27,Social Media,Consideration,South,38,35-44,Female,662.57,High,3302.84,30,110994,3669,222,15102.61,0.0331,0.0605,3.5726
CMP-011,CUST-0169,2025-02-02,Social Media,Consideration,Central,37,35-44,Female,281.93,Medium,3904.74,14,104911,2202,103,11718.14,0.021,0.0468,2.001
CMP-005,CUST-0170,2025-03-07,Social Media,Retargeting,North,19,18-24,Female,107.94,Low,4687.2,7,182076,5830,485,20523.22,0.032,0.0832,3.3786
CMP-010,CUST-0171,2025-04-18,Email,Conversion,North,18,18-24,Male,194.68,Low,1910.74,10,81281,3076,200,10316.02,0.0378,0.065,4.399
CMP-004,CUST-0172,2025-03-14,Email,Conversion,North,37,35-44,Female,138.56,Low,1937.41,14,72359,3179,245,32736.38,0.0439,0.0771,15.897
CMP-030,CUST-0173,2025-02-08,Social Media,Conversion,South,32,25-34,Male,104.7,Low,4872.13,7,98053,2274,171,21767.56,0.0232,0.0752,3.4678
CMP-025,CUST-0174,2025-01-16,Display Ads,Conversion,North,42,35-44,Female,408.22,Medium,3801.51,10,76976,1851,139,17669.19,0.024,0.0751,3.6479
CMP-006,CUST-0175,2025-02-03,Paid Search,Retargeting,West,46,45-54,Female,179.74,Low,1764.63,10,128913,7568,625,108242.76,0.0587,0.0826,60.3402
CMP-015,CUST-0176,2025-03-22,Email,Awareness,Central,38,35-44,Female,477.62,Medium,935.57,21,37864,1815,76,9028.04,0.0479,0.0419,8.6498
CMP-003,CUST-0177,2025-05-12,Email,Conversion,South,40,35-44,Female,211.85,Medium,3634.34,7,139403,6838,418,46016.91,0.0491,0.0611,11.6617
CMP-016,CUST-0178,2025-02-26,Email,Awareness,South,36,35-44,Male,1034.76,VIP,1310.95,10,54177,2570,143,8981.0,0.0474,0.0556,5.8508
CMP-005,CUST-0179,2025-03-26,Email,Awareness,West,35,35-44,Male,235.28,Medium,557.08,7,20290,830,43,7382.27,0.0409,0.0518,12.2517
CMP-028,CUST-0180,2025-06-07,Email,Awareness,South,32,25-34,Female,114.46,Low,3342.34,30,165380,9199,500,50460.4,0.0556,0.0544,14.0973
CMP-027,CUST-0181,2025-01-05,Email,Conversion,Central,34,25-34,Male,271.79,Medium,4142.29,21,155379,11919,889,137136.49,0.0767,0.0746,32.1064
CMP-012,CUST-0182,2025-05-01,Email,Retargeting,Unknown,49,45-54,Female,132.39,Low,2083.55,30,88010,3038,211,18353.56,0.0345,0.0695,7.8088
CMP-004,CUST-0183,2025-02-14,Display Ads,Conversion,Central,45,45-54,Female,404.95,Medium,1497.27,10,39678,402,15,2065.72,0.0101,0.0373,0.3797
CMP-010,CUST-0184,2025-01-15,Paid Search,Awareness,West,27,25-34,Female,491.81,Medium,3268.06,10,77759,3898,194,22802.48,0.0501,0.0498,5.9774
CMP-012,CUST-0185,2025-02-06,Influencer,Conversion,East,39,35-44,Male,232.89,Medium,4455.43,7,248544,6496,474,89788.81,0.0261,0.073,19.1527
CMP-020,CUST-0186,2025-02-14,Social Media,Conversion,West,41,35-44,Male,148.03,Low,3713.77,30,225301,3313,221,30349.72,0.0147,0.0667,7.1722
CMP-019,CUST-0187,2025-01-09,Email,Conversion,Central,18,18-24,Male,409.22,Medium,3271.59,10,234886,15275,805,89807.96,0.065,0.0527,26.4509
CMP-021,CUST-0188,2025-03-27,Email,Conversion,North,41,35-44,Male,364.29,Medium,405.27,21,13174,417,34,5663.18,0.0317,0.0815,12.9738
CMP-029,CUST-0189,2025-01-26,Display Ads,Conversion,West,23,18-24,Male,124.87,Low,4175.34,21,147393,2231,94,9165.79,0.0151,0.0421,1.1952
CMP-025,CUST-0190,2025-01-08,Email,Awareness,North,18,18-24,Male,169.4,Low,4920.84,21,159606,11088,390,21237.34,0.0695,0.0352,3.3158
CMP-036,CUST-0191,2025-04-11,Paid Search,Conversion,East,29,25-34,Female,821.87,High,3015.86,30,117218,5141,403,21269.65,0.0439,0.0784,6.0526
CMP-031,CUST-0192,2025-01-30,Email,Awareness,South,18,18-24,Female,214.85,Medium,4156.65,14,198454,4810,158,19110.03,0.0242,0.0328,3.5975
CMP-025,CUST-0193,2025-05-25,Social Media,Consideration,East,26,25-34,Male,171.67,Low,1082.98,7,42545,1448,102,14423.43,0.034,0.0704,12.3183
CMP-015,CUST-0194,2025-05-02,Paid Search,Conversion,Central,22,18-24,Male,277.87,Medium,4626.02,30,178955,10546,837,108692.49,0.0589,0.0794,22.4959
CMP-010,CUST-0195,2025-02-19,Email,Conversion,South,40,35-44,Female,88.34,Low,556.98,10,14641,631,42,7216.04,0.0431,0.0666,11.9557
CMP-021,CUST-0196,2025-03-12,Influencer,Conversion,North,45,45-54,Male,226.63,Medium,2572.06,30,137061,3926,249,31755.01,0.0286,0.0634,11.3461
CMP-010,CUST-0197,2025-03-15,Paid Search,Retargeting,North,46,45-54,Female,259.33,Medium,4618.66,30,273102,12375,1208,162875.4,0.0453,0.0976,34.2646
CMP-026,CUST-0198,2025-03-02,Email,Retargeting,West,56,55+,Female,190.16,Low,3966.89,7,278578,13932,856,146415.52,0.05,0.0614,35.9094
CMP-032,CUST-0199,2025-03-24,Display Ads,Conversion,South,53,45-54,Female,214.5,Medium,3884.68,14,109620,2375,103,19077.94,0.0217,0.0434,3.9111
CMP-034,CUST-0200,2025-04-14,Display Ads,Conversion,Central,35,35-44,Male,216.09,Medium,4135.5,10,129958,1796,78,14006.98,0.0138,0.0434,2.387
CMP-024,CUST-0201,2025-04-25,Display Ads,Retargeting,North,30,25-34,Female,43.12,Low,5008.52,10,148741,1899,125,18128.93,0.0128,0.0658,2.6196
CMP-006,CUST-0202,2025-02-26,Social Media,Consideration,South,45,45-54,Female,1213.8,VIP,3636.82,10,103277,2299,77,12749.11,0.0223,0.0335,2.5056
CMP-001,CUST-0203,2025-04-07,Email,Retargeting,East,29,25-34,Female,301.72,Medium,2576.14,14,73614,2198,241,28607.56,0.0299,0.1096,10.1048
CMP-024,CUST-0204,2025-03-12,Paid Search,Retargeting,East,32,25-34,Female,715.28,High,4528.23,14,172519,9871,1389,109385.57,0.0572,0.1407,23.1564
CMP-021,CUST-0205,2025-04-10,Paid Search,Conversion,West,42,35-44,Female,524.69,High,3177.66,7,248278,12875,1123,174843.58,0.0519,0.0872,54.0227
CMP-031,CUST-0206,2025-05-23,Influencer,Retargeting,Central,31,25-34,Male,1197.27,VIP,1774.85,10,65582,1848,142,15728.05,0.0282,0.0768,7.8616
CMP-015,CUST-0207,2025-05-30,Social Media,Conversion,East,18,18-24,Female,362.9,Medium,2599.24,14,51214,1999,147,16666.64,0.039,0.0735,5.4121
CMP-013,CUST-0208,2025-02-08,Social Media,Conversion,West,22,18-24,Male,209.59,Medium,5162.89,10,195479,5990,450,73511.04,0.0306,0.0751,13.2384
CMP-029,CUST-0209,2025-01-23,Social Media,Conversion,South,28,25-34,Male,229.15,Medium,3330.23,10,139862,4208,365,32538.99,0.0301,0.0867,8.7708
CMP-021,CUST-0210,2025-06-27,Display Ads,Retargeting,North,27,25-34,Female,240.28,Medium,1863.65,14,33354,361,23,1150.7,0.0108,0.0637,-0.3826
CMP-034,CUST-0211,2025-02-18,Social Media,Conversion,South,20,18-24,Female,310.71,Medium,4948.21,10,260643,11638,579,76104.78,0.0447,0.0498,14.3803
CMP-024,CUST-0212,2025-01-13,Paid Search,Conversion,West,40,35-44,Male,227.52,Medium,5174.2,30,296988,13614,983,149619.54,0.0458,0.0722,27.9165
CMP-036,CUST-0213,2025-06-19,Social Media,Conversion,South,28,25-34,Female,143.71,Low,3563.04,7,108694,2462,143,20616.35,0.0227,0.0581,4.7862
CMP-013,CUST-0214,2025-05-21,Display Ads,Conversion,South,26,25-34,Female,326.55,Medium,4765.23,21,168651,2974,142,6186.68,0.0176,0.0477,0.2983
CMP-006,CUST-0215,2025-03-17,Display Ads,Awareness,North,47,45-54,Female,475.61,Medium,2601.75,14,40860,503,11,1026.16,0.0123,0.0219,-0.6056
CMP-008,CUST-0216,2025-03-26,Email,Conversion,North,39,35-44,Male,215.22,Medium,4688.46,14,270475,12260,1238,130484.0,0.0453,0.101,26.8309
CMP-026,CUST-0217,2025-02-12,Influencer,Consideration,West,29,25-34,Female,752.02,High,992.68,7,50181,961,61,3340.16,0.0192,0.0635,2.3648
CMP-029,CUST-0218,2025-02-03,Email,Consideration,East,18,18-24,Male,120.42,Low,4813.93,21,121960,3939,182,13500.47,0.0323,0.0462,1.8045
CMP-034,CUST-0219,2025-05-13,Display Ads,Retargeting,Central,38,35-44,Male,486.58,Medium,3687.97,30,120622,2790,184,22362.04,0.0231,0.0659,5.0635
CMP-010,CUST-0220,2025-05-01,Display Ads,Retargeting,Central,48,45-54,Female,128.47,Low,4566.67,21,77542,1286,54,10454.04,0.0166,0.042,1.2892
CMP-025,CUST-0221,2025-05-08,Social Media,Consideration,West,20,18-24,Female,71.92,Low,1882.9,21,116798,4106,151,13835.08,0.0352,0.0368,6.3478
CMP-006,CUST-0222,2025-04-27,Display Ads,Conversion,East,44,35-44,Male,362.29,Medium,2112.21,14,31197,383,24,3193.88,0.0123,0.0627,0.5121
CMP-024,CUST-0223,2025-03-16,Paid Search,Awareness,South,44,35-44,Male,736.62,High,2881.63,30,135685,7075,293,20841.18,0.0521,0.0414,6.2324
CMP-007,CUST-0224,2025-02-18,Social Media,Awareness,North,43,35-44,Female,511.44,High,872.66,14,35236,1022,55,7551.97,0.029,0.0538,7.654
CMP-033,CUST-0225,2025-05-30,Email,Retargeting,Central,32,25-34,Female,425.16,Medium,4833.2,21,306976,9970,932,59050.57,0.0325,0.0935,11.2177
CMP-021,CUST-0226,2025-03-29,Social Media,Consideration,Central,50,45-54,Female,113.67,Low,2546.3,14,59392,1543,70,11260.75,0.026,0.0454,3.4224
CMP-021,CUST-0227,2025-03-30,Paid Search,Conversion,South,38,35-44,Female,208.86,Medium,5109.48,10,320413,21547,1861,284510.51,0.0672,0.0864,54.6829
CMP-023,CUST-0228,2025-04-19,Paid Search,Retargeting,West,23,18-24,Male,396.88,Medium,2885.24,7,61000,1858,175,11652.9,0.0305,0.0942,3.0388
CMP-019,CUST-0229,2025-01-09,Paid Search,Awareness,North,30,25-34,Male,550.55,High,4298.03,14,135771,5850,370,54898.94,0.0431,0.0632,11.773
CMP-016,CUST-0230,2025-04-17,Social Media,Conversion,East,32,25-34,Female,621.86,High,5034.29,14,140117,6820,604,89916.6,0.0487,0.0886,16.8608
CMP-015,CUST-0231,2025-02-19,Influencer,Conversion,East,34,25-34,Male,183.78,Low,2526.75,14,111717,2020,193,25556.05,0.0181,0.0955,9.1142
CMP-011,CUST-0232,2025-03-24,Paid Search,Consideration,East,18,18-24,Female,312.83,Medium,596.65,30,41762,2407,168,17192.74,0.0576,0.0698,27.8155
CMP-021,CUST-0233,2025-05-18,Paid Search,Conversion,Central,45,45-54,Female,62.51,Low,795.94,21,23923,1378,83,8603.26,0.0576,0.0602,9.8089
CMP-034,CUST-0234,2025-06-14,Social Media,Retargeting,North,41,35-44,Female,415.65,Medium,4805.25,30,113754,4127,449,47904.08,0.0363,0.1088,8.9691
CMP-017,CUST-0235,2025-04-25,Paid Search,Consideration,Central,38,35-44,Male,284.07,Medium,562.68,21,32817,1379,87,16560.98,0.042,0.0631,28.4323
CMP-005,CUST-0236,2025-05-18,Email,Retargeting,South,41,35-44,Female,213.3,Medium,3485.82,21,236352,8791,658,77763.52,0.0372,0.0748,21.3085
CMP-004,CUST-0237,2025-04-10,Email,Consideration,North,26,25-34,Female,435.62,Medium,3406.55,21,112973,4718,356,38371.33,0.0418,0.0755,10.264
CMP-003,CUST-0238,2025-01-23,Paid Search,Awareness,Central,49,45-54,Female,284.25,Medium,4061.58,14,171056,11023,454,54643.7,0.0644,0.0412,12.4538
CMP-026,CUST-0239,2025-06-15,Display Ads,Conversion,East,39,35-44,Male,315.58,Medium,4993.35,14,85562,1244,68,3846.47,0.0145,0.0547,-0.2297
CMP-036,CUST-0240,2025-02-06,Influencer,Consideration,East,39,35-44,Male,296.36,Medium,1242.36,10,44356,1623,78,11656.03,0.0366,0.0481,8.3822
CMP-036,CUST-0241,2025-05-29,Social Media,Retargeting,East,30,25-34,Female,136.14,Low,4964.97,21,172760,4713,396,30520.46,0.0273,0.084,5.1472
CMP-032,CUST-0242,2025-03-22,Social Media,Retargeting,East,31,25-34,Male,172.67,Low,1167.9,21,40016,1128,120,14498.78,0.0282,0.1064,11.4144
CMP-022,CUST-0243,2025-06-15,Display Ads,Consideration,East,35,35-44,Female,604.73,High,747.57,30,19443,218,13,1032.11,0.0112,0.0596,0.3806
CMP-005,CUST-0244,2025-02-24,Display Ads,Conversion,North,39,35-44,Male,216.53,Medium,3025.23,7,111508,1225,76,12526.25,0.011,0.062,3.1406
CMP-019,CUST-0245,2025-06-07,Email,Retargeting,North,23,18-24,Male,473.85,Medium,4022.45,10,96583,5028,434,48432.2,0.0521,0.0863,11.0405
CMP-031,CUST-0246,2025-06-21,Influencer,Awareness,West,34,25-34,Female,342.59,Medium,2861.74,10,124668,3650,179,26927.13,0.0293,0.049,8.4094
CMP-017,CUST-0247,2025-01-20,Paid Search,Retargeting,West,28,25-34,Male,103.37,Low,1570.19,30,97684,4203,430,61283.65,0.043,0.1023,38.0294
CMP-001,CUST-0248,2025-02-08,Social Media,Awareness,South,35,35-44,Female,211.38,Medium,1113.18,10,52446,2118,93,10378.52,0.0404,0.0439,8.3233
CMP-031,CUST-0249,2025-02-11,Social Media,Retargeting,West,37,35-44,Male,362.47,Medium,3403.27,10,71311,2302,158,13986.02,0.0323,0.0686,3.1096
CMP-002,CUST-0250,2025-05-01,Display Ads,Conversion,East,41,35-44,Male,81.24,Low,1177.25,21,48742,694,52,8917.94,0.0142,0.0749,6.5752
CMP-017,CUST-0251,2025-02-03,Email,Conversion,West,30,25-34,Female,318.95,Medium,430.33,7,21755,932,88,12642.19,0.0428,0.0944,28.3779
CMP-003,CUST-0252,2025-05-19,Display Ads,Retargeting,North,47,45-54,Male,77.53,Low,4700.3,7,189542,3350,196,20593.27,0.0177,0.0585,3.3813
CMP-015,CUST-0253,2025-06-28,Influencer,Retargeting,West,22,18-24,Male,233.94,Medium,823.93,30,18006,594,33,4872.9,0.033,0.0556,4.9142
CMP-001,CUST-0254,2025-04-15,Paid Search,Awareness,North,28,25-34,Male,335.09,Medium,866.93,14,38619,2220,110,11873.5,0.0575,0.0495,12.696
CMP-026,CUST-0255,2025-03-06,Display Ads,Consideration,Central,23,18-24,Male,143.12,Low,3151.61,14,116125,1782,47,6967.8,0.0153,0.0264,1.2109
CMP-011,CUST-0256,2025-01-14,Email,Retargeting,East,38,35-44,Male,311.52,Medium,2237.15,10,121637,3896,491,58928.98,0.032,0.126,25.3411
CMP-017,CUST-0257,2025-06-17,Email,Awareness,North,29,25-34,Female,268.45,Medium,1739.38,30,92573,2075,122,7754.12,0.0224,0.0588,3.458
CMP-034,CUST-0258,2025-06-22,Social Media,Awareness,Central,18,18-24,Male,182.78,Low,2094.74,7,108803,3403,84,6378.98,0.0313,0.0247,2.0452
CMP-026,CUST-0259,2025-05-24,Paid Search,Retargeting,North,46,45-54,Male,992.9,VIP,2038.26,30,128689,5787,552,43669.78,0.045,0.0954,20.425
CMP-017,CUST-0260,2025-05-12,Email,Retargeting,Central,42,35-44,Male,385.03,Medium,4599.15,14,268001,13033,1220,235447.54,0.0486,0.0936,50.1937
CMP-022,CUST-0261,2025-03-08,Influencer,Consideration,West,51,45-54,Female,227.2,Medium,2205.97,7,89857,1651,80,13480.31,0.0184,0.0485,5.1108
CMP-035,CUST-0262,2025-03-29,Email,Conversion,South,31,25-34,Male,54.17,Low,3039.57,7,82333,4504,308,34670.53,0.0547,0.0684,10.4064
CMP-013,CUST-0263,2025-03-05,Social Media,Awareness,South,39,35-44,Female,267.87,Medium,2076.73,30,88124,2517,81,15509.32,0.0286,0.0322,6.4681
CMP-035,CUST-0264,2025-05-28,Influencer,Conversion,East,24,18-24,Other,300.15,Medium,2730.41,14,164016,3378,190,13170.31,0.0206,0.0562,3.8236
CMP-028,CUST-0265,2025-04-28,Social Media,Retargeting,Central,21,18-24,Male,315.61,Medium,3736.49,7,146764,6375,299,20308.84,0.0434,0.0469,4.4353
CMP-017,CUST-0266,2025-05-08,Email,Consideration,East,19,18-24,Female,168.34,Low,1371.08,21,67800,3216,225,17188.75,0.0474,0.07,11.5366
CMP-015,CUST-0267,2025-02-08,Display Ads,Conversion,South,18,18-24,Female,292.45,Medium,4257.49,21,85640,1094,61,8934.97,0.0128,0.0558,1.0986
CMP-032,CUST-0268,2025-02-25,Social Media,Retargeting,Central,38,35-44,Female,844.96,High,2661.22,14,113333,3734,260,26956.28,0.0329,0.0696,9.1293
CMP-017,CUST-0269,2025-05-28,Social Media,Consideration,East,53,45-54,Female,218.23,Medium,1196.51,30,55814,1038,59,7218.89,0.0186,0.0568,5.0333
CMP-010,CUST-0270,2025-01-19,Display Ads,Retargeting,East,20,18-24,Female,349.11,Medium,1135.7,7,23003,394,21,1572.88,0.0171,0.0533,0.3849
CMP-029,CUST-0271,2025-01-06,Display Ads,Conversion,Central,22,18-24,Female,167.71,Low,3879.7,10,156626,2275,106,5495.88,0.0145,0.0466,0.4166
CMP-005,CUST-0272,2025-01-22,Influencer,Retargeting,North,44,35-44,Male,171.74,Low,1622.89,7,39056,1012,100,9606.31,0.0259,0.0988,4.9193
CMP-009,CUST-0273,2025-05-02,Email,Conversion,North,44,35-44,Male,368.33,Medium,5078.66,21,209078,9834,866,167574.84,0.047,0.0881,31.9959
CMP-030,CUST-0274,2025-03-30,Paid Search,Retargeting,Central,19,18-24,Male,185.23,Low,2967.39,21,177660,10392,730,53988.07,0.0585,0.0702,17.1938
CMP-001,CUST-0275,2025-06-02,Paid Search,Retargeting,West,28,25-34,Male,87.46,Low,4214.32,10,183362,12937,1651,158106.5,0.0706,0.1276,36.5165
CMP-025,CUST-0276,2025-06-06,Display Ads,Consideration,Unknown,26,25-34,Male,152.14,Low,1730.68,14,71731,1158,53,7789.85,0.0161,0.0458,3.501
CMP-030,CUST-0277,2025-05-17,Paid Search,Consideration,Central,24,18-24,Female,180.41,Low,1251.8,7,32004,1680,94,12354.81,0.0525,0.056,8.8696
CMP-032,CUST-0278,2025-03-26,Email,Consideration,West,46,45-54,Male,257.87,Medium,4441.2,7,234288,10509,649,39547.71,0.0449,0.0618,7.9047
CMP-017,CUST-0279,2025-04-24,Display Ads,Conversion,North,51,45-54,Female,877.15,High,3927.45,10,61088,865,50,6366.01,0.0142,0.0578,0.6209
CMP-020,CUST-0280,2025-05-04,Influencer,Awareness,North,33,25-34,Female,348.33,Medium,1313.81,14,72514,1309,47,2626.84,0.0181,0.0359,0.9994
CMP-011,CUST-0281,2025-06-26,Display Ads,Retargeting,West,34,25-34,Female,388.24,Medium,3688.77,21,78791,1148,69,7140.81,0.0146,0.0601,0.9358
CMP-004,CUST-0282,2025-05-23,Email,Retargeting,Central,35,35-44,Female,261.49,Medium,4256.8,14,152944,6123,571,58964.61,0.04,0.0933,12.8519
CMP-019,CUST-0283,2025-03-12,Paid Search,Retargeting,Central,37,35-44,Male,167.15,Low,4785.2,30,199304,12306,946,88963.06,0.0617,0.0769,17.5913
CMP-001,CUST-0284,2025-06-08,Display Ads,Retargeting,South,45,45-54,Female,739.75,High,1905.37,10,37130,442,26,2039.04,0.0119,0.0588,0.0702
CMP-010,CUST-0285,2025-02-03,Paid Search,Consideration,East,44,35-44,Female,958.06,VIP,4586.44,10,148778,9061,579,77980.53,0.0609,0.0639,16.0024
CMP-034,CUST-0286,2025-02-23,Paid Search,Retargeting,North,23,18-24,Female,311.23,Medium,4852.76,21,299556,19058,1847,159569.54,0.0636,0.0969,31.8822
CMP-020,CUST-0287,2025-02-18,Email,Awareness,Central,48,45-54,Male,239.37,Medium,2902.03,10,97361,5268,156,25113.05,0.0541,0.0296,7.6536
CMP-023,CUST-0288,2025-04-13,Paid Search,Conversion,West,38,35-44,Female,188.84,Low,1986.94,30,71548,3388,311,31847.34,0.0474,0.0918,15.0283
CMP-028,CUST-0289,2025-03-07,Display Ads,Consideration,South,26,25-34,Male,349.12,Medium,5014.01,14,136818,1931,91,14824.23,0.0141,0.0471,1.9566
CMP-020,CUST-0290,2025-06-26,Email,Conversion,South,35,35-44,Male,254.57,Medium,4807.69,14,214761,9313,766,49266.65,0.0434,0.0823,9.2475
CMP-017,CUST-0291,2025-05-26,Social Media,Retargeting,South,33,25-34,Male,480.9,Medium,3911.19,10,203257,7712,519,74508.55,0.0379,0.0673,18.0501
CMP-007,CUST-0292,2025-03-27,Paid Search,Consideration,Central,19,18-24,Male,323.7,Medium,4616.99,14,232526,15227,630,86157.53,0.0655,0.0414,17.661
CMP-034,CUST-0293,2025-06-22,Email,Retargeting,South,26,25-34,Female,416.74,Medium,5059.55,21,281184,16467,1186,112821.91,0.0586,0.072,21.2988
CMP-022,CUST-0294,2025-04-22,Email,Retargeting,North,25,25-34,Female,281.79,Medium,4045.86,10,152313,6503,634,71181.51,0.0427,0.0975,16.5937
CMP-018,CUST-0295,2025-03-31,Display Ads,Consideration,Central,47,45-54,Female,247.88,Medium,1905.58,10,51762,912,26,5100.61,0.0176,0.0285,1.6767
CMP-003,CUST-0296,2025-01-14,Influencer,Consideration,East,43,35-44,Female,358.01,Medium,4952.36,10,281597,9117,631,33081.46,0.0324,0.0692,5.6799
CMP-029,CUST-0297,2025-05-21,Social Media,Consideration,Central,37,35-44,Male,815.69,High,3371.75,21,207313,8416,468,49601.98,0.0406,0.0556,13.711
CMP-017,CUST-0298,2025-01-18,Email,Consideration,Central,32,25-34,Male,280.86,Medium,3552.81,21,204801,11463,616,34046.72,0.056,0.0537,8.583
CMP-021,CUST-0299,2025-01-06,Social Media,Retargeting,North,39,35-44,Female,199.5,Low,1549.85,7,57504,2279,197,14494.07,0.0396,0.0864,8.3519
CMP-020,CUST-0300,2025-04-10,Social Media,Conversion,Central,33,25-34,Female,293.77,Medium,4929.06,7,247750,8543,527,47598.71,0.0345,0.0617,8.6568
CMP-015,CUST-0301,2025-05-19,Social Media,Retargeting,West,57,55+,Female,117.51,Low,1352.77,10,33339,972,79,14039.72,0.0292,0.0813,9.3785
CMP-034,CUST-0302,2025-01-18,Influencer,Consideration,South,26,25-34,Female,111.21,Low,2934.86,30,111418,2128,123,7367.61,0.0191,0.0578,1.5104
CMP-027,CUST-0303,2025-01-07,Influencer,Consideration,East,38,35-44,Female,409.85,Medium,3342.19,30,134891,3762,235,19853.43,0.0279,0.0625,4.9402
CMP-031,CUST-0304,2025-01-09,Paid Search,Consideration,West,28,25-34,Female,265.29,Medium,4058.01,21,88396,4626,321,42792.86,0.0523,0.0694,9.5453
CMP-030,CUST-0305,2025-04-11,Display Ads,Consideration,North,18,18-24,Male,171.8,Low,4904.82,30,159556,1777,74,9516.83,0.0111,0.0416,0.9403
CMP-016,CUST-0306,2025-01-13,Paid Search,Consideration,North,21,18-24,Male,208.96,Medium,1762.22,10,68627,3233,230,22711.51,0.0471,0.0711,11.888
CMP-004,CUST-0307,2025-01-29,Paid Search,Conversion,West,39,35-44,Male,250.4,Medium,4126.85,10,298035,12221,948,105646.4,0.041,0.0776,24.5998
CMP-013,CUST-0308,2025-02-01,Display Ads,Awareness,East,25,25-34,Male,582.25,High,903.7,7,24394,202,7,624.7,0.0083,0.0347,-0.3087
CMP-011,CUST-0309,2025-02-08,Social Media,Consideration,South,46,45-54,Male,504.81,High,4563.77,10,126974,3458,146,14028.4,0.0272,0.0422,2.0739
CMP-012,CUST-0310,2025-05-08,Email,Awareness,South,52,45-54,Female,256.47,Medium,2985.98,21,73013,3312,107,14692.82,0.0454,0.0323,3.9206
CMP-006,CUST-0311,2025-02-23,Paid Search,Awareness,Central,31,25-34,Male,348.37,Medium,1246.47,7,30231,2051,79,3633.14,0.0678,0.0385,1.9147
CMP-022,CUST-0312,2025-06-19,Influencer,Awareness,West,40,35-44,Female,29.23,Low,3125.57,30,135966,3381,155,16052.4,0.0249,0.0458,4.1358
CMP-005,CUST-0313,2025-03-12,Display Ads,Conversion,North,32,25-34,Male,599.84,High,2906.21,14,95441,1594,105,5821.64,0.0167,0.0659,1.0032
CMP-006,CUST-0314,2025-05-28,Social Media,Conversion,East,18,18-24,Female,267.26,Medium,2066.19,30,50578,1924,134,16042.28,0.038,0.0696,6.7642
CMP-015,CUST-0315,2025-02-23,Paid Search,Conversion,North,43,35-44,Male,70.87,Low,5195.09,30,208308,12634,1278,184665.28,0.0607,0.1012,34.5461
CMP-020,CUST-0316,2025-05-26,Social Media,Retargeting,North,41,35-44,Female,256.94,Medium,5006.55,30,228209,8251,879,163958.55,0.0362,0.1065,31.7488
CMP-003,CUST-0317,2025-04-16,Paid Search,Retargeting,West,44,35-44,Female,81.98,Low,4400.26,7,177026,7628,745,96475.04,0.0431,0.0977,20.9248
CMP-023,CUST-0318,2025-02-12,Email,Awareness,North,28,25-34,Male,1321.69,VIP,3287.59,30,83382,4430,263,21018.6,0.0531,0.0594,5.3933
CMP-018,CUST-0319,2025-05-15,Social Media,Retargeting,South,19,18-24,Female,281.01,Medium,1198.81,14,33410,1388,77,4111.05,0.0415,0.0555,2.4293
CMP-033,CUST-0320,2025-02-06,Email,Consideration,West,32,25-34,Male,225.3,Medium,4337.37,7,286920,9473,519,68052.42,0.033,0.0548,14.6898
CMP-034,CUST-0321,2025-04-30,Email,Consideration,North,28,25-34,Female,339.03,Medium,850.05,7,50600,1656,88,11905.94,0.0327,0.0531,13.0062
CMP-013,CUST-0322,2025-02-10,Email,Consideration,East,36,35-44,Female,295.05,Medium,905.13,14,58320,1772,104,13569.63,0.0304,0.0587,13.9919
CMP-019,CUST-0323,2025-02-03,Paid Search,Awareness,East,26,25-34,Female,97.25,Low,2633.07,7,124345,5620,262,24747.29,0.0452,0.0466,8.3986
CMP-029,CUST-0324,2025-04-30,Paid Search,Consideration,South,30,25-34,Male,613.44,High,989.21,30,70069,2480,161,15783.93,0.0354,0.0649,14.9561
CMP-030,CUST-0325,2025-04-11,Social Media,Conversion,South,43,35-44,Male,85.46,Low,3743.13,10,184886,4534,381,44693.05,0.0245,0.084,10.94
CMP-023,CUST-0326,2025-01-27,Social Media,Conversion,East,35,35-44,Female,290.13,Medium,4315.13,21,201641,4531,414,69288.2,0.0225,0.0914,15.057
CMP-027,CUST-0327,2025-06-27,Social Media,Consideration,South,44,35-44,Female,75.71,Low,2441.07,30,142460,4397,220,33627.89,0.0309,0.05,12.7759
CMP-032,CUST-0328,2025-04-14,Email,Retargeting,East,18,18-24,Female,329.89,Medium,3251.56,7,172154,6672,682,56108.97,0.0388,0.1022,16.256
CMP-014,CUST-0329,2025-03-16,Display Ads,Conversion,North,34,25-34,Female,881.72,High,3335.53,21,84473,857,63,4968.65,0.0101,0.0735,0.4896
CMP-028,CUST-0330,2025-02-02,Paid Search,Conversion,North,20,18-24,Male,218.25,Medium,652.69,14,50116,2214,133,14747.53,0.0442,0.0601,21.595
CMP-021,CUST-0331,2025-02-18,Paid Search,Consideration,West,18,18-24,Female,348.19,Medium,2215.29,30,166150,7856,384,63239.84,0.0473,0.0489,27.547
